0.000000000000000000e+00 9.999999999990905053e-02 1.456278000000000020e+03
7.999999999992724042e-02 1.000000000001364242e-01 1.456421000000000049e+03
9.600000000009459300e-02 9.999999999990905053e-02 1.456538999999999987e+03
9.919999999994616457e-02 9.999999999990905053e-02 1.456645999999999958e+03
9.983999999991646779e-02 1.000000000001364242e-01 1.456752999999999929e+03
9.996800000009244125e-02 9.999999999990905053e-02 1.456839999999999918e+03
9.999359999994572590e-02 1.000000000001364242e-01 1.456943999999999960e+03
9.999872000009829565e-02 9.999999999990905053e-02 1.457037000000000035e+03
9.999974399994690510e-02 1.000000000001364242e-01 1.457137999999999920e+03
9.999994880009853426e-02 9.999999999990905053e-02 1.457240999999999985e+03
9.999998975994695005e-02 1.000000000001364242e-01 1.457343000000000075e+03
9.999999795209854603e-02 9.999999999990905053e-02 1.457446999999999889e+03
9.999999959034694408e-02 1.000000000001364242e-01 1.457545000000000073e+03
9.999999991817853928e-02 1.009999999998854037e-01 1.457646999999999935e+03
1.007999999835440391e-01 9.999999999990905053e-02 1.457749000000000024e+03
1.001599999966360510e-01 9.999999999990905053e-02 1.457855999999999995e+03
1.000319999992544534e-01 9.999999999990905053e-02 1.457952999999999975e+03
1.000063999997781311e-01 1.000000000001364242e-01 1.458057000000000016e+03
1.000012800000647795e-01 9.999999999990905053e-02 1.458155999999999949e+03
1.000002559999401963e-01 1.000000000001364242e-01 1.458257000000000062e+03
1.000000512000971953e-01 1.000000000001364242e-01 1.458362000000000080e+03
1.000000102401285840e-01 9.999999999990905053e-02 1.458462999999999965e+03
1.000000020479529517e-01 1.000000000001364242e-01 1.458563000000000102e+03
1.000000004096997380e-01 9.999999999990905053e-02 1.458665999999999940e+03
1.000000000818671853e-01 9.999999999990905053e-02 1.458773999999999887e+03
1.000000000163006747e-01 1.000000000001364242e-01 1.458875000000000000e+03
1.000000000033692826e-01 9.999999999990905053e-02 1.459000000000000000e+03
1.000000000006010942e-01 1.000000000001364242e-01 1.459076000000000022e+03
1.000000000002293776e-01 9.999999999990905053e-02 1.459178000000000111e+03
9.999999999997311040e-02 9.999999999990905053e-02 1.459282999999999902e+03
9.999999999992185973e-02 1.000000000001364242e-01 1.459381000000000085e+03
1.000000000000935280e-01 9.999999999990905053e-02 1.459486000000000104e+03
9.999999999994595157e-02 9.999999999990905053e-02 1.459586999999999989e+03
9.999999999991643351e-02 9.999999999990905053e-02 1.459688000000000102e+03
9.999999999991052158e-02 1.020000000000891305e-01 1.459792999999999893e+03
1.016000000000534115e-01 1.020000000000891305e-01 1.459910000000000082e+03
1.019200000000820006e-01 9.999999999990905053e-02 1.460022999999999911e+03
1.003839999999436433e-01 9.999999999990905053e-02 1.460126999999999953e+03
1.000767999999159774e-01 9.999999999990905053e-02 1.460221999999999980e+03
1.000153599999104304e-01 9.999999999990905053e-02 1.460328999999999951e+03
1.000030719999093209e-01 1.000000000001364242e-01 1.460433999999999969e+03
1.000006144000910174e-01 9.999999999990905053e-02 1.460537000000000035e+03
1.000001228799454467e-01 1.000000000001364242e-01 1.460641000000000076e+03
1.000000245760982454e-01 9.999999999990905053e-02 1.460741999999999962e+03
1.000000049151468923e-01 9.999999999990905053e-02 1.460847999999999956e+03
1.000000009829566244e-01 9.999999999990905053e-02 1.460953999999999951e+03
1.000000001965185709e-01 1.000000000001364242e-01 1.461054000000000087e+03
1.000000000394128674e-01 9.999999999990905053e-02 1.461160000000000082e+03
1.000000000078098139e-01 1.000000000001364242e-01 1.461256000000000085e+03
1.000000000016711132e-01 9.999999999990905053e-02 1.461359999999999900e+03
1.000000000002614631e-01 1.000000000001364242e-01 1.461461000000000013e+03
1.000000000001614459e-01 9.999999999990905053e-02 1.461566000000000031e+03
9.999999999995953792e-02 9.999999999990905053e-02 1.461662000000000035e+03
9.999999999991915356e-02 1.000000000001364242e-01 1.461767000000000053e+03
1.000000000000929867e-01 9.999999999990905053e-02 1.461873000000000047e+03
9.999999999994584055e-02 1.000000000001364242e-01 1.461963999999999942e+03
1.000000000000983158e-01 9.999999999990905053e-02 1.462076000000000022e+03
9.999999999994690913e-02 1.000000000001364242e-01 1.462180000000000064e+03
1.000000000000985378e-01 1.000000000001364242e-01 1.462275000000000091e+03
1.000000000001288608e-01 1.000000000001364242e-01 1.462381000000000085e+03
1.000000000001349254e-01 9.999999999990905053e-02 1.462482999999999947e+03
9.999999999995422273e-02 9.999999999990905053e-02 1.462586999999999989e+03
9.999999999991808497e-02 9.999999999990905053e-02 1.462688000000000102e+03
9.999999999991085464e-02 1.000000000001364242e-01 1.462792999999999893e+03
1.000000000000913214e-01 9.999999999990905053e-02 1.462891000000000076e+03
9.999999999994550748e-02 9.999999999990905053e-02 1.462996000000000095e+03
9.999999999991635025e-02 9.999999999990905053e-02 1.463097999999999956e+03
9.999999999991050770e-02 1.000000000001364242e-01 1.463199000000000069e+03
1.000000000000912520e-01 9.999999999990905053e-02 1.463300999999999931e+03
9.999999999994549360e-02 9.999999999990905053e-02 1.463409000000000106e+03
9.999999999991633637e-02 1.000000000001364242e-01 1.463512999999999920e+03
1.000000000000924177e-01 9.999999999990905053e-02 1.463607999999999947e+03
9.999999999994572952e-02 1.000000000001364242e-01 1.463713999999999942e+03
1.000000000000983019e-01 9.999999999990905053e-02 1.463809999999999945e+03
9.999999999994690913e-02 1.000000000001364242e-01 1.463919000000000096e+03
1.000000000000985378e-01 9.999999999990905053e-02 1.464009000000000015e+03
9.999999999994695077e-02 9.999999999990905053e-02 1.464115000000000009e+03
9.999999999991662780e-02 9.999999999990905053e-02 1.464213999999999942e+03
9.999999999991056321e-02 1.000000000001364242e-01 1.464317000000000007e+03
1.000000000000912659e-01 9.999999999990905053e-02 1.464419000000000096e+03
9.999999999994549360e-02 9.999999999990905053e-02 1.464523999999999887e+03
9.999999999991633637e-02 9.999999999990905053e-02 1.464688000000000102e+03
9.999999999991050770e-02 9.999999999990905053e-02 1.464798000000000002e+03
9.999999999990934196e-02 1.000000000001364242e-01 1.464900000000000091e+03
1.000000000000910161e-01 9.999999999990905053e-02 1.465001999999999953e+03
9.999999999994543809e-02 1.000000000001364242e-01 1.465105000000000018e+03
1.000000000000982325e-01 9.999999999990905053e-02 1.465207000000000107e+03
9.999999999994688138e-02 1.000000000001364242e-01 1.465310999999999922e+03
1.000000000000985240e-01 9.999999999990905053e-02 1.465403999999999996e+03
9.999999999994695077e-02 9.999999999990905053e-02 1.465506000000000085e+03
9.999999999991662780e-02 1.000000000001364242e-01 1.465608999999999924e+03
1.000000000000924733e-01 9.999999999990905053e-02 1.465711000000000013e+03
9.999999999994574340e-02 9.999999999990905053e-02 1.465823000000000093e+03
9.999999999991639188e-02 9.999999999990905053e-02 1.465923999999999978e+03
9.999999999991052158e-02 9.999999999990905053e-02 1.466026000000000067e+03
9.999999999990934196e-02 1.000000000001364242e-01 1.466132000000000062e+03
1.000000000000910161e-01 9.999999999990905053e-02 1.466234999999999900e+03
9.999999999994543809e-02 1.000000000001364242e-01 1.466336000000000013e+03
1.000000000000982325e-01 9.999999999990905053e-02 1.466434999999999945e+03
9.999999999994688138e-02 9.999999999990905053e-02 1.466539999999999964e+03
9.999999999991661392e-02 1.000000000001364242e-01 1.466636999999999944e+03
1.000000000000924733e-01 9.999999999990905053e-02 1.466740000000000009e+03
9.999999999994574340e-02 9.999999999990905053e-02 1.466837999999999965e+03
9.999999999991639188e-02 9.999999999990905053e-02 1.466950000000000045e+03
9.999999999991052158e-02 1.000000000001364242e-01 1.467047000000000025e+03
1.000000000000912520e-01 9.999999999990905053e-02 1.467147999999999911e+03
9.999999999994549360e-02 9.999999999990905053e-02 1.467242999999999938e+03
9.999999999991633637e-02 9.999999999990905053e-02 1.467355000000000018e+03
9.999999999991050770e-02 1.000000000001364242e-01 1.467451000000000022e+03
1.000000000000912520e-01 1.000000000001364242e-01 1.467565000000000055e+03
