9.999999776482582092e-02 2.203066447837412767e+01
2.199999950826168060e-01 2.132356495111395844e+01
3.199999928474426270e-01 2.084483625712004695e+01
4.399999901652336121e-01 2.029407192075843014e+01
5.799999870359897614e-01 1.965483331027132508e+01
6.799999848008155823e-01 1.926416774577575808e+01
8.199999816715717316e-01 1.878724638112491263e+01
9.399999789893627167e-01 1.842410904582074593e+01
1.059999976307153702e+00 1.809054172266925065e+01
1.179999973624944687e+00 1.777600195379350367e+01
1.319999970495700836e+00 1.743566177935040429e+01
1.459999967366456985e+00 1.711848989212962024e+01
1.579999964684247971e+00 1.686459670376588704e+01
1.719999961555004120e+00 1.658722914920131686e+01
1.819999959319829941e+00 1.639848001799199650e+01
1.959999956190586090e+00 1.615428509063246310e+01
2.079999953508377075e+00 1.597873381710767582e+01
2.199999950826168060e+00 1.587844876363540969e+01
2.319999948143959045e+00 1.583965945389318719e+01
2.459999945014715195e+00 1.583979375196869555e+01
2.599999941885471344e+00 1.583842288371250717e+01
2.739999938756227493e+00 1.582997925474054490e+01
2.839999936521053314e+00 1.581811142442610141e+01
2.999999932944774628e+00 1.578993088278365953e+01
3.119999930262565613e+00 1.574000827065494335e+01
3.239999927580356598e+00 1.567112646360050121e+01
3.379999924451112747e+00 1.554108377424462262e+01
3.499999921768903732e+00 1.546331944393105928e+01
3.639999918639659882e+00 1.554962738952585077e+01
3.779999915510416031e+00 1.563352310450144778e+01
3.899999912828207016e+00 1.578585114563232139e+01
4.019999910145998001e+00 1.600730176934984428e+01
4.139999907463788986e+00 1.624138912726387218e+01
4.259999904781579971e+00 1.645642860044475242e+01
4.419999901205301285e+00 1.668842258572982118e+01
4.559999898076057434e+00 1.693792570589446456e+01
4.679999895393848419e+00 1.708755094139479880e+01
4.819999892264604568e+00 1.731010932028474159e+01
4.959999889135360718e+00 1.746317777833054308e+01
5.099999886006116867e+00 1.766687976299770568e+01
5.219999883323907852e+00 1.783788808294780281e+01
5.339999880641698837e+00 1.801575718143859106e+01
5.479999877512454987e+00 1.819575262169266949e+01
5.599999874830245972e+00 1.837498487181765938e+01
5.699999872595071793e+00 1.855176141324028194e+01
5.839999869465827942e+00 1.872562592251546221e+01
5.979999866336584091e+00 1.892930920987024024e+01
6.139999862760305405e+00 1.918978878720837145e+01
6.299999859184026718e+00 1.941563525248917799e+01
6.439999856054782867e+00 1.961002626138668603e+01
6.619999852031469345e+00 1.982567179890436648e+01
6.799999848008155823e+00 2.006497230552440314e+01
6.939999844878911972e+00 2.024558308525290329e+01
7.079999841749668121e+00 2.042270768046447316e+01
7.259999837726354599e+00 2.066877429923037823e+01
