-8.958520507812500000e+01 2.482028808593750000e+02
-9.309773254394531250e+01 2.482030792236328125e+02
-9.650827789306640625e+01 2.481966400146484375e+02
-9.983898162841796875e+01 2.481659545898437500e+02
-1.031175231933593750e+02 2.480951385498046875e+02
-1.063816452026367188e+02 2.479964599609375000e+02
-1.101244125366210938e+02 2.478701324462890625e+02
-1.134225082397460938e+02 2.477561798095703125e+02
-1.167475585937500000e+02 2.476400604248046875e+02
-1.201020202636718750e+02 2.475233917236328125e+02
-1.234870300292968750e+02 2.474097747802734375e+02
-1.269028778076171875e+02 2.473029785156250000e+02
-1.303492126464843750e+02 2.472044525146484375e+02
-1.338250579833984375e+02 2.470999298095703125e+02
-1.373293762207031250e+02 2.469776763916015625e+02
-1.408602447509765625e+02 2.468212127685546875e+02
-1.439063110351562500e+02 2.466508941650390625e+02
-1.469694824218750000e+02 2.464437408447265625e+02
-1.505635681152343750e+02 2.461561431884765625e+02
-1.541786804199218750e+02 2.458239746093750000e+02
-1.578143005371093750e+02 2.454569244384765625e+02
-1.614700164794921875e+02 2.450708923339843750e+02
-1.651486358642578125e+02 2.447037048339843750e+02
-1.693840332031250000e+02 2.443321380615234375e+02
-1.731179046630859375e+02 2.440655822753906250e+02
-1.768771057128906250e+02 2.438589172363281250e+02
-1.806607208251953125e+02 2.437116088867187500e+02
-1.844677276611328125e+02 2.436209259033203125e+02
-1.882971954345703125e+02 2.435829315185546875e+02
-1.921483306884765625e+02 2.435928192138671875e+02
-1.954659118652343750e+02 2.436356811523437500e+02
-1.999118652343750000e+02 2.437415618896484375e+02
-2.032626647949218750e+02 2.438559265136718750e+02
-2.094406585693359375e+02 2.441369628906250000e+02
-2.162301635742187500e+02 2.445330810546875000e+02
-2.236429901123046875e+02 2.450413970947265625e+02
-2.299616546630859375e+02 2.455139160156250000e+02
-2.357426452636718750e+02 2.459564971923828125e+02
-2.421422576904296875e+02 2.464355468750000000e+02
-2.468229827880859375e+02 2.467681579589843750e+02
-2.538850860595703125e+02 2.472292480468750000e+02
-2.586196594238281250e+02 2.475056762695312500e+02
-2.663503723144531250e+02 2.478950653076171875e+02
-2.711214599609375000e+02 2.480951843261718750e+02
-2.776837463378906250e+02 2.483113555908203125e+02
-2.836385803222656250e+02 2.484295196533203125e+02
-2.895749206542968750e+02 2.484441223144531250e+02
-2.966679687500000000e+02 2.482808532714843750e+02
-3.066461791992187500e+02 2.476177673339843750e+02
-3.170559387207031250e+02 2.462255554199218750e+02
-3.276932067871093750e+02 2.438188018798828125e+02
-3.357005920410156250e+02 2.411671752929687500e+02
-3.392908935546875000e+02 2.396929168701171875e+02
-3.437389831542968750e+02 2.375585174560546875e+02
-3.470536499023437500e+02 2.357064056396484375e+02
