-4.734175109863281250e+01 2.474979248046875000e+02
-4.371301651000976562e+01 2.475043640136718750e+02
-4.059727096557617188e+01 2.475410919189453125e+02
-3.841111373901367188e+01 2.475767517089843750e+02
-3.626052093505859375e+01 2.476064758300781250e+02
-3.372725677490234375e+01 2.476148376464843750e+02
-3.165546989440917969e+01 2.475808715820312500e+02
-2.921670913696289062e+01 2.474696197509765625e+02
-2.722519302368164062e+01 2.473048706054687500e+02
-2.566043090820312500e+01 2.471190795898437500e+02
-2.374287796020507812e+01 2.468130950927734375e+02
-2.113732528686523438e+01 2.462383117675781250e+02
-1.933896064758300781e+01 2.457191009521484375e+02
-1.759873390197753906e+01 2.451076507568359375e+02
-1.625163841247558594e+01 2.445520477294921875e+02
-1.494721889495849609e+01 2.439377899169921875e+02
-1.307585906982421875e+01 2.429083862304687500e+02
-1.189119148254394531e+01 2.421534729003906250e+02
-1.021672534942626953e+01 2.409249572753906250e+02
-8.918453216552734375e+00 2.398160247802734375e+02
-7.483526229858398438e+00 2.383905792236328125e+02
-6.397289276123046875e+00 2.371336212158203125e+02
-5.606825828552246094e+00 2.360947418212890625e+02
-4.559344291687011719e+00 2.345010223388671875e+02
-3.680950880050659180e+00 2.328793182373046875e+02
-3.079187154769897461e+00 2.315148620605468750e+02
-2.513969898223876953e+00 2.298739471435546875e+02
-2.025609493255615234e+00 2.276952667236328125e+02
-1.856173396110534668e+00 2.260743255615234375e+02
-1.835283041000366211e+00 2.250007171630859375e+02
-1.908638715744018555e+00 2.233819274902343750e+02
-2.049121141433715820e+00 2.220180816650390625e+02
-2.237936735153198242e+00 2.206354675292968750e+02
-2.402362346649169922e+00 2.195117797851562500e+02
-2.604280233383178711e+00 2.180820922851562500e+02
-2.823598146438598633e+00 2.163281250000000000e+02
-3.004058837890625000e+00 2.145324707031250000e+02
-3.140719890594482422e+00 2.126960296630859375e+02
-3.233200311660766602e+00 2.108200531005859375e+02
-3.284351348876953125e+00 2.089057922363281250e+02
-3.299206495285034180e+00 2.069544525146484375e+02
-3.284050226211547852e+00 2.049666900634765625e+02
-3.245682239532470703e+00 2.029432830810546875e+02
-3.170105457305908203e+00 2.001906433105468750e+02
-3.055862903594970703e+00 1.966632232666015625e+02
-2.929197549819946289e+00 1.926738281250000000e+02
-2.832914113998413086e+00 1.889498596191406250e+02
-2.773880004882812500e+00 1.855209350585937500e+02
-2.747243642807006836e+00 1.816272277832031250e+02
-2.769629955291748047e+00 1.772450103759765625e+02
-2.836707592010498047e+00 1.731736297607421875e+02
-2.942890644073486328e+00 1.690209503173828125e+02
-3.094861268997192383e+00 1.643612976074218750e+02
-3.238020181655883789e+00 1.604787597656250000e+02
-3.390639066696166992e+00 1.565343170166015625e+02
-3.529253244400024414e+00 1.529770050048828125e+02
-3.649843931198120117e+00 1.498254852294921875e+02
-3.800895690917968750e+00 1.457211151123046875e+02
-3.913676738739013672e+00 1.424886932373046875e+02
-4.021545886993408203e+00 1.392217864990234375e+02
-4.152682781219482422e+00 1.349716644287109375e+02
-4.221948623657226562e+00 1.325866546630859375e+02
-4.340734958648681641e+00 1.282515258789062500e+02
-4.440606117248535156e+00 1.243533859252929688e+02
-4.524135112762451172e+00 1.209086685180664062e+02
-4.626839637756347656e+00 1.164342193603515625e+02
-4.703348159790039062e+00 1.129192733764648438e+02
-4.807559490203857422e+00 1.078474502563476562e+02
-4.886285781860351562e+00 1.037505035400390625e+02
-4.960155963897705078e+00 9.962605285644531250e+01
-5.028123855590820312e+00 9.548799896240234375e+01
-5.088955879211425781e+00 9.135494232177734375e+01
-5.147498130798339844e+00 8.673368835449218750e+01
-5.184958457946777344e+00 8.317170715332031250e+01
-5.214695930480957031e+00 7.964430999755859375e+01
