9.999999776482582092e-02 9.999999776482582092e-02 9.999999776482582092e-02 2.173238242091611028e+01
9.062346611097593652e-02 7.999999821186065674e-02 1.037541093441194939e-01 2.185238241823390126e+01
8.133575341671037129e-02 7.999999821186065674e-02 9.738988116650332261e-02 2.197238241555169225e+01
6.642051845614276029e-02 5.999999865889549255e-02 8.482938836068687483e-02 2.207238241331651807e+01
5.617514100643530850e-02 5.999999865889549255e-02 7.556896985874786421e-02 2.219238241063430905e+01
6.006144634633499291e-02 9.999999776482582092e-02 8.341243908345488678e-02 2.233238240750506520e+01
4.830785951608242840e-02 3.999999910593032837e-02 7.477430917774437191e-02 2.241238240571692586e+01
5.064830999338728462e-02 7.999999821186065674e-02 7.963111119011088979e-02 2.255238240258768201e+01
4.816586068495441741e-02 5.999999865889549255e-02 7.873690363786343960e-02 2.265238240035250783e+01
5.225856737251104861e-02 7.999999821186065674e-02 8.432436162672160562e-02 2.279238239722326398e+01
5.608898477092198742e-02 7.999999821186065674e-02 8.968864618993757643e-02 2.291238239454105496e+01
5.975068401617362329e-02 7.999999821186065674e-02 9.453849015222429153e-02 2.303238239185884595e+01
6.315641246180929425e-02 7.999999821186065674e-02 9.869377587216018877e-02 2.315238238917663693e+01
5.993624331622410956e-02 5.999999865889549255e-02 9.568347882000399762e-02 2.327238238649442792e+01
6.397149303835029943e-02 7.999999821186065674e-02 9.973643759251296648e-02 2.341238238336518407e+01
6.087825940318435797e-02 5.999999865889549255e-02 9.648847492295939410e-02 2.351238238113000989e+01
5.868640251991328466e-02 5.999999865889549255e-02 9.388220327233018359e-02 2.363238237844780087e+01
6.355522867864121794e-02 7.999999821186065674e-02 9.850598148777840735e-02 2.377238237531855702e+01
6.736528324899662690e-02 7.999999821186065674e-02 1.021571051845743677e-01 2.389238237263634801e+01
7.036345946500903448e-02 7.999999821186065674e-02 1.048628970123369752e-01 2.401238236995413899e+01
7.269456243435037934e-02 7.999999821186065674e-02 1.067434222247783254e-01 2.413238236727192998e+01
7.447982726294045952e-02 7.999999821186065674e-02 1.079574636329181103e-01 2.425238236458972096e+01
6.935689849296455822e-02 5.999999865889549255e-02 1.026340605950594453e-01 2.435238236235454679e+01
6.559474614938008707e-02 5.999999865889549255e-02 9.881160972762595418e-02 2.447238235967233777e+01
6.283702462871079697e-02 5.999999865889549255e-02 9.585753307382202659e-02 2.459238235699012876e+01
6.729517942664149655e-02 7.999999821186065674e-02 1.001121560192728133e-01 2.473238235386088490e+01
7.067751534666461000e-02 7.999999821186065674e-02 1.032363375011768059e-01 2.485238235117867589e+01
6.672284807007478058e-02 5.999999865889549255e-02 9.911643896221614125e-02 2.495238234894350171e+01
7.031859991966638024e-02 7.999999821186065674e-02 1.024958536085993355e-01 2.509238234581425786e+01
7.302190348148425436e-02 7.999999821186065674e-02 1.048340151133280718e-01 2.521238234313204885e+01
7.502616513052215441e-02 7.999999821186065674e-02 1.063373384085632561e-01 2.533238234044983983e+01
7.649112286033690755e-02 7.999999821186065674e-02 1.072146336253780030e-01 2.545238233776763082e+01
7.754963391102646930e-02 7.999999821186065674e-02 1.076441291178270587e-01 2.557238233508542180e+01
7.198134706912999448e-02 5.999999865889549255e-02 1.020693121816432652e-01 2.569238233240321279e+01
6.790689667134883201e-02 5.999999865889549255e-02 9.823457796440540624e-02 2.581238232972100377e+01
6.488238900011451815e-02 5.999999865889549255e-02 9.528353499426796269e-02 2.591238232748582959e+01
6.267220320281011170e-02 5.999999865889549255e-02 9.291618167153055385e-02 2.603238232480362058e+01
6.109401105457012288e-02 5.999999865889549255e-02 9.099159179434644640e-02 2.615238232212141156e+01
5.397957691307111311e-02 3.999999910593032837e-02 8.408000058611327099e-02 2.627238231943920255e+01
6.043290072244258265e-02 7.999999821186065674e-02 9.127402505441074843e-02 2.641238231630995870e+01
6.547843886943757741e-02 7.999999821186065674e-02 9.699825044010521036e-02 2.651238231407478452e+01
6.944658027210018347e-02 7.999999821186065674e-02 1.012835192832645670e-01 2.665238231094554067e+01
7.250199006582483396e-02 7.999999821186065674e-02 1.042951729364337277e-01 2.679238230781629682e+01
6.852104665690261776e-02 5.999999865889549255e-02 1.002840255607856251e-01 2.689238230558112264e+01
7.186449900385152856e-02 7.999999821186065674e-02 1.034897073478771856e-01 2.703238230245187879e+01
6.804319484648758964e-02 5.999999865889549255e-02 9.957654446573993567e-02 2.713238230021670461e+01
