9.999999776482582092e-02 9.999999776482582092e-02 9.999999776482582092e-02 1.960199761926196516e+01
9.999999776482582092e-02 9.999999776482582092e-02 1.109858821248768529e-01 1.974199761613272130e+01
8.906916332757550125e-02 7.999999821186065674e-02 1.038188135757771857e-01 1.986199761345051229e+01
8.078415313822913391e-02 7.999999821186065674e-02 9.711582728723254510e-02 1.998199761076830328e+01
8.617370098444662729e-02 9.999999776482582092e-02 1.045922030819412540e-01 2.012199760763905942e+01
8.056821487605039800e-02 7.999999821186065674e-02 9.989976397676689213e-02 2.024199760495685041e+01
8.664768943623363251e-02 9.999999776482582092e-02 1.074207906176047334e-01 2.038199760182760656e+01
9.129493950028423621e-02 9.999999776482582092e-02 1.131830284255182784e-01 2.052199759869836271e+01
8.514850366739999676e-02 7.999999821186065674e-02 1.076826351331793552e-01 2.064199759601615369e+01
8.120845667200317364e-02 7.999999821186065674e-02 1.038125746539111938e-01 2.078199759288690984e+01
7.891855182538382030e-02 7.999999821186065674e-02 1.011848991068864667e-01 2.092199758975766599e+01
7.771808049990033829e-02 7.999999821186065674e-02 9.948760490058883299e-02 2.104199758707545698e+01
8.527532598702829147e-02 9.999999776482582092e-02 1.080905760186897380e-01 2.120199758349917829e+01
8.199688810022238983e-02 7.999999821186065674e-02 1.053919948030316994e-01 2.132199758081696928e+01
7.220682981294451741e-02 5.999999865889549255e-02 9.680010194658755784e-02 2.144199757813476026e+01
7.375279248149690936e-02 7.999999821186065674e-02 9.900691924345791928e-02 2.158199757500551641e+01
8.187916144898226001e-02 9.999999776482582092e-02 1.085366605135330981e-01 2.174199757142923772e+01
8.790376599745669539e-02 9.999999776482582092e-02 1.158202711890134740e-01 2.188199756829999387e+01
9.234216637253456206e-02 9.999999776482582092e-02 1.208058327171228352e-01 2.202199756517075002e+01
8.738853590117975911e-02 7.999999821186065674e-02 1.161567084911121206e-01 2.214199756248854101e+01
8.401558534848484194e-02 7.999999821186065674e-02 1.128007658801907787e-01 2.228199755935929716e+01
7.472438520641527804e-02 5.999999865889549255e-02 1.043356681161133476e-01 2.240199755667708814e+01
8.242407602154908086e-02 9.999999776482582092e-02 1.133947168747371226e-01 2.258199755265377462e+01
7.416281400493807130e-02 5.999999865889549255e-02 1.064999397385170271e-01 2.268199755041860044e+01
8.181687956632428815e-02 9.999999776482582092e-02 1.155304698457408907e-01 2.286199754639528692e+01
8.063375861794741528e-02 7.999999821186065674e-02 1.149046586151862975e-01 2.298199754371307790e+01
