-3.636232375999999817e+02,-6.013615440000000234e+01,3.267969630000000336e+01,8.433799999999999977e-03,1.381435973131793560e+00
-3.641481780999999955e+02,-6.206319890000000328e+01,3.270505380000000173e+01,8.071300000000000002e-03,8.958201507336716052e-01
-3.646420143000000280e+02,-6.399857610000000108e+01,3.273019819999999669e+01,7.714999999999999636e-03,4.399764569562248373e-01
-3.651059897000000092e+02,-6.594142759999999726e+01,3.275513159999999857e+01,7.363299999999999707e-03,2.011358430620159218e-02
-3.655412967999999978e+02,-6.789068930000000535e+01,3.277985619999999756e+01,7.011599999999999777e-03,-3.826674818894795216e-01
-3.659492831000000024e+02,-6.984595099999999945e+01,3.280437400000000281e+01,6.658999999999999989e-03,-7.514671789087830067e-01
-3.663312518000000182e+02,-7.180659210000000314e+01,3.282868700000000217e+01,6.304899999999999567e-03,-1.099201102908736960e+00
-3.666884509000000207e+02,-7.377164729999999793e+01,3.285279719999999770e+01,5.959199999999999567e-03,-1.421612386371502446e+00
-3.670222583999999983e+02,-7.574092000000000269e+01,3.287670659999999856e+01,5.588100000000000359e-03,-1.720842187451261163e+00
-3.673340962999999988e+02,-7.771397349999999449e+01,3.290041730000000086e+01,5.194599999999999738e-03,-1.998202769472510854e+00
-3.676252764999999840e+02,-7.968982990000000655e+01,3.292393100000000317e+01,4.986400000000000207e-03,-2.254943431884293137e+00
-3.678967779000000178e+02,-8.166865989999999442e+01,3.294724980000000158e+01,4.837199999999999833e-03,-2.491759855323604889e+00
-3.681491682000000196e+02,-8.365026279999999304e+01,3.297037550000000294e+01,4.745199999999999765e-03,-2.709391133559662990e+00
-3.683827307000000246e+02,-8.563375639999999578e+01,3.299331000000000103e+01,4.632700000000000012e-03,-2.908207235409898672e+00
-3.685979532999999719e+02,-8.761954590000000564e+01,3.301605510000000265e+01,4.524099999999999649e-03,-3.088691296060647407e+00
-3.687952358000000004e+02,-8.960734770000000537e+01,3.303861260000000044e+01,4.419499999999999817e-03,-3.251262092709555240e+00
-3.689749391999999943e+02,-9.159651270000000522e+01,3.306098450000000355e+01,4.310900000000000322e-03,-3.396302089301793892e+00
-3.691375204999999937e+02,-9.358732030000000179e+01,3.308317230000000109e+01,4.213800000000000184e-03,-3.524271021209668397e+00
-3.692833411999999953e+02,-9.557947310000000130e+01,3.310517800000000221e+01,4.127999999999999725e-03,-3.635543630574661123e+00
-3.694127474000000007e+02,-9.757263380000000552e+01,3.312700319999999721e+01,4.005599999999999786e-03,-3.730313200965533316e+00
-3.695262091000000169e+02,-9.956684140000000127e+01,3.314864959999999883e+01,3.869200000000000157e-03,-3.808795638693952768e+00
-3.696242561000000251e+02,-1.015618293999999935e+02,3.317011899999999969e+01,3.718200000000000064e-03,-3.920515277101554119e+00
-3.697074812000000179e+02,-1.035575335000000052e+02,3.319141290000000311e+01,3.574799999999999939e-03,-4.021761438890997020e+00
-3.697764533000000142e+02,-1.055537685000000039e+02,3.321253320000000286e+01,3.431899999999999881e-03,-4.108845977986283593e+00
-3.698317372999999861e+02,-1.075503312000000022e+02,3.323348130000000111e+01,3.289199999999999936e-03,-4.182333975090730682e+00
-3.698739060999999992e+02,-1.095473903999999976e+02,3.325425899999999757e+01,3.147500000000000124e-03,-4.242305391368162759e+00
-3.699035173999999984e+02,-1.115445794000000035e+02,3.327486780000000266e+01,3.003399999999999820e-03,-4.289770802983192688e+00
-3.699211468999999965e+02,-1.135417852000000067e+02,3.329530929999999955e+01,2.856099999999999871e-03,-4.325353257857791789e+00
-3.699274178000000006e+02,-1.155392747000000071e+02,3.331558509999999984e+01,2.653599999999999882e-03,-4.349678604295026396e+00
-3.699231101999999964e+02,-1.175366216000000037e+02,3.333569669999999974e+01,2.389200000000000178e-03,-4.363523093379408913e+00
-3.699092842000000019e+02,-1.195339115000000021e+02,3.335564560000000256e+01,2.056699999999999848e-03,-4.367811520936040637e+00
-3.698872709999999984e+02,-1.215312243999999993e+02,3.337543339999999858e+01,1.694200000000000090e-03,-4.363594824995409738e+00
-3.698584978000000092e+02,-1.235284123999999935e+02,3.339506149999999707e+01,1.343100000000000066e-03,-4.352717220744837689e+00
-3.698243646000000240e+02,-1.255254876000000053e+02,3.341453140000000133e+01,1.006399999999999960e-03,-4.336578101642591498e+00
-3.697861561999999935e+02,-1.275225570000000062e+02,3.343384449999999930e+01,7.661999999999999757e-04,-4.316463983734560195e+00
-3.697448906000000193e+02,-1.295195282999999904e+02,3.345300240000000258e+01,5.402000000000000118e-04,-4.293392844635421923e+00
-3.697014684999999758e+02,-1.315164238000000125e+02,3.347200639999999794e+01,3.264000000000000191e-04,-4.288021623990998954e+00
-3.696567382000000066e+02,-1.335133648000000051e+02,3.349085790000000173e+01,1.201000000000000055e-04,-4.284573507031810280e+00
-3.696115278999999987e+02,-1.355102545000000021e+02,3.350955840000000308e+01,-7.380000000000000492e-05,-4.280589304989026900e+00
-3.695666100999999912e+02,-1.375071078999999941e+02,3.352810920000000294e+01,-2.534999999999999819e-04,-4.276588931441967389e+00
-3.695227006999999730e+02,-1.395040740000000028e+02,3.354651170000000349e+01,-4.321999999999999887e-04,-4.273699898190054469e+00
-3.694805165000000216e+02,-1.415010239000000070e+02,3.356476719999999858e+01,-6.109999999999999980e-04,-4.272637478503226838e+00
-3.694407701000000088e+02,-1.434979845000000012e+02,3.358287700000000342e+01,-7.896999999999999506e-04,-4.274114065191609413e+00
-3.694041720999999825e+02,-1.454950996999999973e+02,3.347742540000000133e+01,-9.684999999999999599e-04,-4.278843731857194577e+00
-3.693714312000000177e+02,-1.474921991999999875e+02,3.331156529999999805e+01,-1.090999999999999956e-03,-4.287131820801936222e+00
-3.693430286000000251e+02,-1.494893725000000018e+02,3.314541700000000191e+01,-1.145600000000000090e-03,-4.299692910442472815e+00
-3.693189348999999879e+02,-1.514865642999999977e+02,3.297843579999999974e+01,-7.682999999999999725e-04,-4.304392518633631148e+00
-3.692978962000000251e+02,-1.534838216999999929e+02,3.280577569999999810e+01,-3.020000000000000223e-04,-4.310969603626960911e+00
-3.692780450999999857e+02,-1.554812025999999889e+02,3.262633869999999803e+01,2.460000000000000164e-04,-4.318535819337713022e+00
-3.692570954000000256e+02,-1.574784018000000003e+02,3.245419669999999712e+01,9.902999999999999477e-04,-4.324841862459587460e+00
-3.692321908000000121e+02,-1.594756529999999941e+02,3.229042770000000218e+01,1.768599999999999946e-03,-4.327294009429817123e+00
-3.692002238000000034e+02,-1.614728777999999920e+02,3.213534109999999799e+01,2.576399999999999958e-03,-4.322785028095183613e+00
